ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11375964,JB344261,07/10/2018 06:21:00 PM,011XX N PULASKI RD,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,PARK PROPERTY,true,false,1112,011,27,23,18,1149511,1907338,2018,07/17/2018 03:53:57 PM,41.901655822,-87.726272633,"(41.901655822, -87.726272633)"
11375963,JB344207,07/10/2018 06:14:00 PM,098XX S VAN VLISSINGEN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0431,004,7,51,14,1191144,1840346,2018,07/17/2018 03:53:57 PM,41.716915588,-87.575521643,"(41.716915588, -87.575521643)"
11375962,JB343148,07/10/2018 04:40:00 AM,063XX S VERNON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0312,003,20,42,06,1180341,1863030,2018,07/17/2018 03:53:57 PM,41.779417162,-87.614393623,"(41.779417162, -87.614393623)"
11375961,JB344204,07/10/2018 05:15:00 PM,047XX N MAPLEWOOD AVE,0560,ASSAULT,SIMPLE,ALLEY,false,false,1911,019,47,4,08A,1158517,1931314,2018,07/17/2018 03:53:57 PM,41.967267952,-87.692534185,"(41.967267952, -87.692534185)"
11375960,JB344303,07/10/2018 03:45:00 PM,019XX W SCHOOL ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,APARTMENT,false,false,1922,019,32,5,17,1162825,1921926,2018,07/17/2018 03:53:57 PM,41.941417306,-87.676958561,"(41.941417306, -87.676958561)"
11375541,JB343619,07/10/2018 09:41:00 AM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0112,001,42,32,06,1176391,1900196,2018,07/17/2018 03:53:57 PM,41.881493402,-87.627755557,"(41.881493402, -87.627755557)"
11375539,JB343248,07/10/2018 07:45:00 AM,086XX S BURNHAM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0423,004,10,46,08B,1196318,1848196,2018,07/17/2018 03:53:57 PM,41.738330132,-87.556312434,"(41.738330132, -87.556312434)"
11375538,JB343529,07/10/2018 10:00:00 AM,078XX S SOUTH SHORE DR,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,0421,004,7,43,04B,1197688,1854219,2018,07/17/2018 03:53:57 PM,41.754823635,-87.551092573,"(41.754823635, -87.551092573)"
11375533,JB343460,07/10/2018 10:57:00 AM,038XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0212,002,4,35,06,1179489,1879516,2018,07/17/2018 03:53:57 PM,41.824675709,-87.617013434,"(41.824675709, -87.617013434)"
11375530,JB343505,07/10/2018 11:00:00 AM,077XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0421,004,7,43,08B,1197218,1854791,2018,07/17/2018 03:53:57 PM,41.756404957,-87.55279593,"(41.756404957, -87.55279593)"
11375529,JB343631,07/10/2018 09:00:00 AM,0000X S GREEN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1232,012,27,28,06,1170737,1900107,2018,07/17/2018 03:53:57 PM,41.881374861,-87.64851926,"(41.881374861, -87.64851926)"
11375528,JB343452,07/10/2018 08:00:00 AM,051XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,false,false,0231,002,3,40,06,1179798,1870997,2018,07/17/2018 03:53:57 PM,41.801291795,-87.616140652,"(41.801291795, -87.616140652)"
11375525,JB343419,07/10/2018 05:43:00 AM,017XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1922,019,32,6,05,1164259,1921295,2018,07/17/2018 03:53:57 PM,41.939655557,-87.671705953,"(41.939655557, -87.671705953)"
11375508,JB343605,07/10/2018 11:26:00 AM,052XX N LINCOLN AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,PARKING LOT/GARAGE(NON.RESID.),true,false,2011,020,40,4,24,1158514,1934867,2018,07/17/2018 03:53:57 PM,41.977017622,-87.692447486,"(41.977017622, -87.692447486)"
11375504,JB343596,07/10/2018 07:00:00 AM,016XX W CARROLL AVE,0810,THEFT,OVER $500,STREET,false,false,1215,012,27,28,06,1165316,1902410,2018,07/17/2018 03:53:57 PM,41.88781145,-87.668359313,"(41.88781145, -87.668359313)"
11375502,JB343626,07/10/2018 11:58:00 AM,026XX W THOMAS ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1211,012,1,24,06,1158584,1907216,2018,07/17/2018 03:53:57 PM,41.901140027,-87.692949675,"(41.901140027, -87.692949675)"
11375501,JB343544,07/10/2018 11:21:00 AM,023XX N CENTRAL AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,RESTAURANT,false,false,2515,025,37,19,03,1138656,1915071,2018,07/17/2018 03:53:57 PM,41.923079929,-87.765956943,"(41.923079929, -87.765956943)"
11375498,JB343553,07/10/2018 11:20:00 AM,056XX S WESTERN AVE,0560,ASSAULT,SIMPLE,GAS STATION,true,false,0824,008,16,63,08A,1161329,1867288,2018,07/17/2018 03:53:57 PM,41.791516727,-87.683975972,"(41.791516727, -87.683975972)"
11375497,JB343599,07/10/2018 10:58:00 AM,024XX W ROOSEVELT RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CHA PARKING LOT/GROUNDS,false,false,1135,011,28,28,26,1160395,1894644,2018,07/17/2018 03:53:57 PM,41.866604054,-87.686645691,"(41.866604054, -87.686645691)"
11375496,JB343312,07/10/2018 08:48:00 AM,052XX W CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),OTHER,true,false,1524,015,28,25,18,1141093,1904825,2018,07/17/2018 03:53:57 PM,41.894919152,-87.757255285,"(41.894919152, -87.757255285)"
11375487,JB343539,07/10/2018 10:30:00 AM,104XX S CORLISS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0512,005,9,50,06,1183430,1835679,2018,07/17/2018 03:53:57 PM,41.704291609,-87.603919042,"(41.704291609, -87.603919042)"
11375480,JB343527,07/10/2018 09:00:00 AM,119XX S STATE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,0532,005,9,53,26,1178397,1825918,2018,07/17/2018 03:53:57 PM,41.677621514,-87.622643831,"(41.677621514, -87.622643831)"
11375471,JB343483,07/10/2018 11:00:00 AM,063XX S EBERHART AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0312,003,20,42,08A,1180668,1863088,2018,07/17/2018 03:53:57 PM,41.779568811,-87.613193035,"(41.779568811, -87.613193035)"
11375470,JB343175,07/10/2018 06:05:00 AM,068XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0724,007,17,68,14,1170493,1859444,2018,07/17/2018 03:53:57 PM,41.769797008,-87.650601744,"(41.769797008, -87.650601744)"
11375469,JB343324,07/10/2018 09:10:00 AM,014XX W 72ND PL,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,0734,007,17,67,04A,1167564,1856658,2018,07/17/2018 03:53:57 PM,41.762215159,-87.661417962,"(41.762215159, -87.661417962)"
11375468,JB343217,07/10/2018 07:07:00 AM,057XX S LAFLIN ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,true,0713,007,16,67,04B,1167317,1866695,2018,07/17/2018 03:53:57 PM,41.789763253,-87.66203609,"(41.789763253, -87.66203609)"
11375466,JB343443,07/10/2018 10:23:00 AM,079XX S MARSHFIELD AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,0611,006,21,71,18,1166716,1852282,2018,07/17/2018 03:53:57 PM,41.750224946,-87.664650661,"(41.750224946, -87.664650661)"
11375458,JB343507,07/10/2018 11:15:00 AM,118XX S HARVARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0522,005,34,53,14,1176082,1826454,2018,07/17/2018 03:53:57 PM,41.679144468,-87.631101453,"(41.679144468, -87.631101453)"
11375456,JB343462,07/10/2018 10:26:00 AM,020XX W 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0611,006,18,71,06,1164235,1852263,2018,07/17/2018 03:53:57 PM,41.750225359,-87.673742724,"(41.750225359, -87.673742724)"
11375455,JB343466,07/10/2018 09:00:00 AM,030XX W 19TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1022,010,24,30,08B,1156487,1890560,2018,07/17/2018 03:53:57 PM,41.855477008,-87.70110283,"(41.855477008, -87.70110283)"
11375453,JB343485,07/10/2018 10:52:00 AM,063XX S FRANCISCO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0823,008,15,66,14,1158140,1862383,2018,07/17/2018 03:53:57 PM,41.778122217,-87.695802844,"(41.778122217, -87.695802844)"
11375452,JB343345,07/10/2018 09:00:00 AM,039XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1712,017,39,14,08B,1149043,1931603,2018,07/17/2018 03:53:57 PM,41.968250141,-87.727361685,"(41.968250141, -87.727361685)"
11375451,JB343271,07/10/2018 08:15:00 AM,049XX N WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1713,017,33,14,08B,1155147,1932736,2018,07/17/2018 03:53:57 PM,41.971238496,-87.70488697,"(41.971238496, -87.70488697)"
11375450,JB343444,07/10/2018 10:00:00 AM,106XX S WALDEN PKWY,0460,BATTERY,SIMPLE,RESIDENCE,false,true,2212,022,19,72,08B,1165437,1834153,2018,07/17/2018 03:53:57 PM,41.700503332,-87.669849539,"(41.700503332, -87.669849539)"
11375447,JB343141,07/10/2018 04:29:00 AM,105XX S MICHIGAN AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,0512,005,9,49,06,1178848,1835100,2018,07/17/2018 03:53:57 PM,41.702808027,-87.620714999,"(41.702808027, -87.620714999)"
11375445,JB343099,07/10/2018 12:30:00 AM,0000X W 103RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,HOTEL/MOTEL,false,false,0512,005,34,49,07,1177576,1836668,2018,07/17/2018 03:53:57 PM,41.707139627,-87.625325518,"(41.707139627, -87.625325518)"
11375443,JB343381,07/10/2018 09:15:00 AM,106XX S EDBROOKE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,0512,005,9,49,04B,1179144,1834445,2018,07/17/2018 03:53:57 PM,41.70100389,-87.619651003,"(41.70100389, -87.619651003)"
11375441,JB343510,07/10/2018 10:51:00 AM,042XX S CAMPBELL AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0921,009,12,58,26,1160396,1876513,2018,07/17/2018 03:53:57 PM,41.816850589,-87.687142804,"(41.816850589, -87.687142804)"
11375440,JB343525,07/10/2018 09:00:00 AM,042XX S PRINCETON AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0925,009,3,37,26,1175000,1876652,2018,07/17/2018 03:53:57 PM,41.81691816,-87.633567673,"(41.81691816, -87.633567673)"
11375439,JB343270,07/10/2018 08:20:00 AM,115XX S LAFLIN ST,0650,BURGLARY,HOME INVASION,RESIDENCE,false,false,0524,005,34,53,05,1168404,1828260,2018,07/17/2018 03:53:57 PM,41.684268728,-87.659154365,"(41.684268728, -87.659154365)"
11375438,JB343500,07/10/2018 10:59:00 AM,012XX S FARRAR DR,2024,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,true,false,1022,010,24,29,18,1157555,1894080,2018,07/17/2018 03:53:57 PM,41.865114614,-87.697087008,"(41.865114614, -87.697087008)"
11375437,JB343195,07/10/2018 06:32:00 AM,091XX S LOWE AVE,0325,ROBBERY,VEHICULAR HIJACKING,DRIVEWAY - RESIDENTIAL,false,false,2223,022,21,73,03,1173579,1844171,2018,07/17/2018 03:53:57 PM,41.727818175,-87.639741133,"(41.727818175, -87.639741133)"
11375429,JB343476,07/10/2018 10:00:00 AM,001XX W 87TH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0634,006,21,44,06,1176778,1847275,2018,07/17/2018 03:53:57 PM,41.736264617,-87.627929503,"(41.736264617, -87.627929503)"
11375427,JB343432,07/10/2018 09:43:00 AM,060XX N NORTHWEST HWY,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,1612,016,41,10,26,1129752,1940054,2018,07/17/2018 03:53:57 PM,41.991793004,-87.798100588,"(41.991793004, -87.798100588)"
11375422,JB343411,07/10/2018 10:00:00 AM,122XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0523,005,34,53,08B,1173205,1823792,2018,07/17/2018 03:53:57 PM,41.671903369,-87.641710641,"(41.671903369, -87.641710641)"
11375421,JB343372,07/10/2018 08:45:00 AM,083XX W BELMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,false,1631,016,36,76,08B,1119752,1920235,2018,07/17/2018 03:53:57 PM,41.937572875,-87.835308179,"(41.937572875, -87.835308179)"
11375419,JB343481,07/10/2018 09:43:00 AM,043XX S TALMAN AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0922,009,12,58,26,1159425,1875711,2018,07/17/2018 03:53:57 PM,41.814669784,-87.690726696,"(41.814669784, -87.690726696)"
11375416,JB343254,07/10/2018 08:00:00 AM,0000X N STATE ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CONVENIENCE STORE,false,false,0112,001,42,32,04A,1176365,1900502,2018,07/17/2018 03:53:57 PM,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
11375415,JB343394,07/10/2018 08:40:00 AM,0000X S LEAMINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1533,015,28,25,08B,1142141,1899413,2018,07/17/2018 03:53:57 PM,41.880048593,-87.753540513,"(41.880048593, -87.753540513)"
11375414,JB343390,07/10/2018 09:18:00 AM,115XX S EGGLESTON AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,false,false,0522,005,34,53,26,1175364,1828485,2018,07/17/2018 03:53:57 PM,41.684733877,-87.633669246,"(41.684733877, -87.633669246)"
11375412,JB343499,07/10/2018 11:20:00 AM,034XX W ADDISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1732,017,35,21,06,1152637,1923718,2018,07/17/2018 03:53:57 PM,41.946542649,-87.714356095,"(41.946542649, -87.714356095)"
11375406,JB343379,07/10/2018 05:00:00 AM,035XX N LEAVITT ST,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,false,false,1921,019,47,5,06,1161066,1923512,2018,07/17/2018 03:53:57 PM,41.945806161,-87.683379382,"(41.945806161, -87.683379382)"
11375404,JB343350,07/10/2018 09:15:00 AM,032XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1422,014,26,23,06,1154551,1910454,2018,07/17/2018 03:53:57 PM,41.910107045,-87.707676543,"(41.910107045, -87.707676543)"
11375398,JB343400,07/10/2018 08:00:00 AM,009XX S AUSTIN BLVD,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,1513,015,29,25,08B,1136517,1895636,2018,07/17/2018 03:53:57 PM,41.869786389,-87.774281815,"(41.869786389, -87.774281815)"
11375397,JB343439,07/10/2018 10:15:00 AM,009XX N MASSASOIT AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1511,015,29,25,03,1137857,1905590,2018,07/17/2018 03:53:57 PM,41.897077415,-87.769121944,"(41.897077415, -87.769121944)"
11375394,JB343465,07/10/2018 01:00:00 AM,016XX W 33RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0912,009,11,59,14,1165943,1882865,2018,07/17/2018 03:53:57 PM,41.834164881,-87.666614156,"(41.834164881, -87.666614156)"
11375392,JB343314,07/10/2018 09:00:00 AM,065XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0312,003,20,69,08B,1180045,1861756,2018,07/17/2018 03:53:57 PM,41.775927965,-87.61551777,"(41.775927965, -87.61551777)"
11375384,JB343398,07/10/2018 09:30:00 AM,075XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0624,006,6,69,08B,1181540,1855152,2018,07/17/2018 03:53:57 PM,41.757771548,-87.610240807,"(41.757771548, -87.610240807)"
11375383,JB343288,07/10/2018 06:18:00 AM,073XX S MORGAN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,true,0733,007,17,68,26,1170914,1856186,2018,07/17/2018 03:53:57 PM,41.760847469,-87.649153536,"(41.760847469, -87.649153536)"
11375382,JB343358,07/10/2018 09:30:00 AM,008XX W 79TH ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,0621,006,17,71,06,1172243,1852476,2018,07/17/2018 03:53:57 PM,41.75063765,-87.644391577,"(41.75063765, -87.644391577)"
11375380,JB343397,07/10/2018 09:18:00 AM,115XX S EGGLESTON AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0522,005,34,53,26,1175364,1828485,2018,07/17/2018 03:53:57 PM,41.684733877,-87.633669246,"(41.684733877, -87.633669246)"
11375379,JB343414,07/10/2018 10:15:00 AM,013XX W 51ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0933,009,16,61,14,1168365,1870947,2018,07/17/2018 03:53:57 PM,41.801408713,-87.658070917,"(41.801408713, -87.658070917)"
11375377,JB343418,07/10/2018 10:00:00 AM,060XX N MILWAUKEE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1611,016,45,10,26,1134340,1939571,2018,07/17/2018 03:53:57 PM,41.990387684,-87.781235715,"(41.990387684, -87.781235715)"
11375375,JB343311,07/10/2018 08:44:00 AM,123XX S YALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0523,005,34,53,08A,1176841,1823113,2018,07/17/2018 03:53:57 PM,41.669959233,-87.628423258,"(41.669959233, -87.628423258)"
11375347,JB343408,07/10/2018 09:45:00 AM,080XX S CAMPBELL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0835,008,18,70,26,1161106,1851339,2018,07/17/2018 03:53:57 PM,41.747755013,-87.685234354,"(41.747755013, -87.685234354)"
11375343,JB343294,07/10/2018 08:30:00 AM,061XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0313,003,20,42,08B,1183066,1864341,2018,07/17/2018 03:53:57 PM,41.782951712,-87.604362828,"(41.782951712, -87.604362828)"
11375337,JB343366,07/10/2018 08:25:00 AM,003XX N HAMLIN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1122,011,27,26,06,1150993,1902143,2018,07/17/2018 03:53:57 PM,41.887371306,-87.720965226,"(41.887371306, -87.720965226)"
11375330,JB343336,07/10/2018 01:30:00 AM,030XX N ASHLAND AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,1931,019,32,6,08B,1165130,1920070,2018,07/17/2018 03:53:57 PM,41.936275601,-87.668539693,"(41.936275601, -87.668539693)"
11375325,JB343149,07/10/2018 03:48:00 AM,002XX W HILL ST,1330,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,false,false,1823,018,27,8,26,1174413,1907689,2018,07/17/2018 03:53:57 PM,41.902099008,-87.634794626,"(41.902099008, -87.634794626)"
11375323,JB343210,07/10/2018 06:05:00 AM,026XX W 107TH ST,0820,THEFT,$500 AND UNDER,ALLEY,true,false,2211,022,19,72,06,1160694,1833580,2018,07/17/2018 03:53:57 PM,41.699029876,-87.687232465,"(41.699029876, -87.687232465)"
11375312,JB343192,07/10/2018 06:00:00 AM,037XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0212,002,4,36,14,1182484,1880829,2018,07/17/2018 03:53:57 PM,41.828209625,-87.60598503,"(41.828209625, -87.60598503)"
11375310,JB343305,07/10/2018 06:55:00 AM,049XX S LAPORTE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0814,008,23,56,16,1144192,1871520,2018,07/17/2018 03:53:57 PM,41.803468029,-87.746708945,"(41.803468029, -87.746708945)"
11375309,JB343333,07/10/2018 12:00:00 AM,015XX S ALBANY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1022,010,24,29,07,1155957,1892498,2018,07/17/2018 03:53:57 PM,41.860805785,-87.702995965,"(41.860805785, -87.702995965)"
11375308,JB343293,07/10/2018 12:00:00 AM,0000X E 59TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0232,002,20,40,07,1177911,1865920,2018,07/17/2018 03:53:57 PM,41.787403018,-87.623214708,"(41.787403018, -87.623214708)"
11375307,JB343295,07/10/2018 08:30:00 AM,008XX W 87TH ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,false,false,0613,006,21,71,10,1172355,1847242,2018,07/17/2018 03:53:57 PM,41.736272399,-87.64413477,"(41.736272399, -87.64413477)"
11375305,JB343332,07/10/2018 01:45:00 AM,018XX E 95TH ST,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,0431,004,7,51,06,1190274,1842347,2018,07/17/2018 03:53:57 PM,41.72242751,-87.578643769,"(41.72242751, -87.578643769)"
11375304,JB343335,07/10/2018 09:15:00 AM,053XX S HOYNE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0932,009,16,61,06,1163271,1869076,2018,07/17/2018 03:53:57 PM,41.796382753,-87.676804941,"(41.796382753, -87.676804941)"
11375303,JB343327,07/10/2018 09:20:00 AM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0112,001,42,32,06,1176391,1900196,2018,07/17/2018 03:53:57 PM,41.881493402,-87.627755557,"(41.881493402, -87.627755557)"
11375294,JB343302,07/10/2018 08:35:00 AM,005XX S STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0123,001,2,32,08B,1176449,1897766,2018,07/17/2018 03:53:57 PM,41.874824032,-87.627615955,"(41.874824032, -87.627615955)"
11375286,JB343220,07/10/2018 06:45:00 AM,043XX W NORTH AVE,0850,THEFT,ATTEMPT THEFT,RESTAURANT,false,false,2534,025,31,23,06,1147061,1910278,2018,07/17/2018 03:53:57 PM,41.909770708,-87.735196552,"(41.909770708, -87.735196552)"
11375272,JB343238,07/10/2018 01:00:00 AM,006XX N WABASH AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,06,1176622,1904650,2018,07/17/2018 03:53:57 PM,41.893710201,-87.626772679,"(41.893710201, -87.626772679)"
11375269,JB343240,07/10/2018 08:00:00 AM,058XX N RIDGE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,2013,020,48,77,26,1165083,1939133,2018,07/17/2018 03:53:57 PM,41.988586258,-87.668168571,"(41.988586258, -87.668168571)"
11375267,JB343233,07/10/2018 04:28:00 AM,077XX N HASKINS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,false,false,2422,024,49,1,14,1163173,1951318,2018,07/17/2018 03:53:57 PM,42.022062685,-87.67484904,"(42.022062685, -87.67484904)"
11375264,JB343229,07/10/2018 01:30:00 AM,060XX S KILDARE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0813,008,13,65,06,1148739,1864183,2018,07/17/2018 03:53:57 PM,41.783247793,-87.730221423,"(41.783247793, -87.730221423)"
11375257,JB343164,07/10/2018 05:41:00 AM,051XX W MADISON ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1533,015,28,25,08A,1142034,1899535,2018,07/17/2018 03:53:57 PM,41.880385359,-87.753930385,"(41.880385359, -87.753930385)"
11375254,JB343216,07/10/2018 12:00:00 AM,018XX W ADDISON ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1922,019,47,5,06,1163415,1923932,2018,07/17/2018 03:53:57 PM,41.94690946,-87.674733431,"(41.94690946, -87.674733431)"
11375250,JB343205,07/10/2018 06:20:00 AM,127XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0523,005,34,53,14,1172322,1820257,2018,07/17/2018 03:53:57 PM,41.662222132,-87.645045749,"(41.662222132, -87.645045749)"
11375245,JB343200,07/10/2018 12:00:00 AM,075XX S STONY ISLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,false,false,0411,004,5,43,26,1188116,1855487,2018,07/17/2018 03:53:57 PM,41.758536614,-87.586130225,"(41.758536614, -87.586130225)"
11375244,JB343172,07/10/2018 05:50:00 AM,017XX W 18TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA STATION,false,false,1234,012,25,31,14,1165047,1891451,2018,07/17/2018 03:53:57 PM,41.857744741,-87.669658337,"(41.857744741, -87.669658337)"
11375242,JB343127,07/10/2018 03:30:00 AM,0000X E CHICAGO AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,false,false,1833,018,42,8,03,1176739,1905742,2018,07/17/2018 03:53:57 PM,41.896704058,-87.626309934,"(41.896704058, -87.626309934)"
11375241,JB343166,07/10/2018 02:13:00 AM,0000X E HURON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,06,1176420,1905077,2018,07/17/2018 03:53:57 PM,41.894886472,-87.627501647,"(41.894886472, -87.627501647)"
11375232,JB343130,07/10/2018 02:16:00 AM,0000X E HURON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,06,1176420,1905077,2018,07/17/2018 03:53:57 PM,41.894886472,-87.627501647,"(41.894886472, -87.627501647)"
11375231,JB343143,07/10/2018 04:35:00 AM,064XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER RAILROAD PROP / TRAIN DEPOT,true,false,0312,003,20,69,14,1177386,1862252,2018,07/17/2018 03:53:57 PM,41.777349532,-87.625250392,"(41.777349532, -87.625250392)"
11375227,JB343072,07/10/2018 12:40:00 AM,008XX W 59TH ST,0880,THEFT,PURSE-SNATCHING,GAS STATION,false,true,0712,007,16,68,06,1171833,1865730,2018,07/17/2018 03:53:57 PM,41.78701723,-87.645505595,"(41.78701723, -87.645505595)"
11375225,JB343155,07/10/2018 04:40:00 AM,058XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0232,002,20,40,08B,1176978,1866233,2018,07/17/2018 03:53:57 PM,41.788283017,-87.626626159,"(41.788283017, -87.626626159)"
