ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11378084,JB347060,07/10/2018 05:00:00 PM,038XX N HAMILTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1921,019,47,5,06,1161342,1925404,2018,07/17/2018 03:53:57 PM,41.950992166,-87.68231208,"(41.950992166, -87.68231208)"
11377956,JB346871,07/10/2018 07:13:00 PM,005XX N CLAREMONT AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,false,false,1221,012,26,24,26,1160642,1903648,2018,07/17/2018 03:53:57 PM,41.891306737,-87.685489416,"(41.891306737, -87.685489416)"
11377928,JB344390,07/10/2018 06:40:00 PM,003XX S WASHTENAW AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,1125,011,28,27,04A,,,2018,07/17/2018 03:53:57 PM,,,
11377874,JB346725,07/10/2018 12:01:00 AM,049XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1712,017,39,14,06,1152158,1932644,2018,07/17/2018 03:53:57 PM,41.971045683,-87.715880355,"(41.971045683, -87.715880355)"
11377826,JB346651,07/10/2018 09:00:00 AM,100XX W OHARE ST,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,false,false,1651,016,41,76,06,1100658,1934241,2018,07/17/2018 03:53:57 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
11377822,JB346657,07/10/2018 03:30:00 PM,108XX S EDBROOKE AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,0513,005,9,49,06,1179167,1833132,2018,07/17/2018 03:53:57 PM,41.697400312,-87.619606627,"(41.697400312, -87.619606627)"
11377776,JB346572,07/10/2018 01:00:00 PM,011XX W CORNELIA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1924,019,44,6,06,1168053,1923394,2018,07/17/2018 03:53:57 PM,41.945334107,-87.657701137,"(41.945334107, -87.657701137)"
11377745,JB346484,07/10/2018 03:30:00 PM,016XX W CHASE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2423,024,49,1,06,1164218,1948324,2018,07/17/2018 03:53:57 PM,42.013824975,-87.671088657,"(42.013824975, -87.671088657)"
11377740,JB346530,07/10/2018 04:00:00 PM,015XX S LAKE SHORE DR E,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,PARK PROPERTY,false,false,0132,001,2,33,11,1179124,1892798,2018,07/17/2018 03:53:57 PM,41.861130782,-87.617946617,"(41.861130782, -87.617946617)"
11377739,JB346439,07/10/2018 04:00:00 PM,015XX S LAKE SHORE DR E,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,0132,001,2,33,06,1179124,1892798,2018,07/17/2018 03:53:57 PM,41.861130782,-87.617946617,"(41.861130782, -87.617946617)"
11377723,JB346467,07/10/2018 03:00:00 PM,004XX E 87TH PL,0890,THEFT,FROM BUILDING,OTHER,false,false,0632,006,6,44,06,1180691,1847069,2018,07/17/2018 03:53:57 PM,41.735610425,-87.613600043,"(41.735610425, -87.613600043)"
11377668,JB346433,07/10/2018 09:00:00 PM,049XX S VINCENNES AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0223,002,4,38,06,1180406,1872337,2018,07/17/2018 03:53:57 PM,41.804954928,-87.613869783,"(41.804954928, -87.613869783)"
11377666,JB346423,07/10/2018 01:00:00 PM,034XX W 85TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0834,008,18,70,14,1154858,1848013,2018,07/17/2018 03:53:57 PM,41.738754772,-87.708217707,"(41.738754772, -87.708217707)"
11377655,JB346207,07/10/2018 01:30:00 AM,083XX S KINGSTON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,true,0423,004,7,46,26,1194620,1850206,2018,07/17/2018 03:53:57 PM,41.743887641,-87.562467426,"(41.743887641, -87.562467426)"
11377635,JB346370,07/10/2018 05:00:00 PM,030XX W FRANKLIN BLVD,0890,THEFT,FROM BUILDING,OTHER,false,false,1221,012,27,23,06,1155812,1903175,2018,07/17/2018 03:53:57 PM,41.890107481,-87.70324051,"(41.890107481, -87.70324051)"
11377621,JB346286,07/10/2018 09:30:00 AM,061XX N TALMAN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,2413,024,50,2,11,1157552,1940658,2018,07/17/2018 03:53:57 PM,41.992928084,-87.695826681,"(41.992928084, -87.695826681)"
11377572,JB345043,07/10/2018 02:00:00 PM,020XX W 32ND ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0912,009,11,59,06,1163416,1883454,2018,07/17/2018 03:53:57 PM,41.835834607,-87.675869803,"(41.835834607, -87.675869803)"
11377523,JB345105,07/10/2018 10:30:00 PM,0000X E CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1833,018,42,8,03,1176365,1905732,2018,07/17/2018 03:53:57 PM,41.896685066,-87.627683859,"(41.896685066, -87.627683859)"
11377508,JB345092,07/10/2018 01:10:00 PM,0000X W 79TH ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA TRAIN,false,false,0623,006,6,44,03,1177628,1852635,2018,07/17/2018 03:53:57 PM,41.750953946,-87.624653693,"(41.750953946, -87.624653693)"
11377501,JB346172,07/10/2018 12:00:00 AM,054XX N EAST RIVER RD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,1614,016,41,76,26,1116633,1934807,2018,07/17/2018 03:53:57 PM,41.977609479,-87.846467101,"(41.977609479, -87.846467101)"
11377487,JB346146,07/10/2018 10:30:00 AM,068XX S WOOD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0726,007,17,67,14,1165526,1859421,2018,07/17/2018 03:53:57 PM,41.769840646,-87.668809281,"(41.769840646, -87.668809281)"
11377481,JB344567,07/10/2018 11:15:00 PM,006XX N MICHIGAN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,MOVIE HOUSE/THEATER,false,false,1834,018,42,8,04B,,,2018,07/17/2018 03:53:57 PM,,,
11377426,JB343845,07/10/2018 03:10:00 PM,005XX W OHARE ST,0560,ASSAULT,SIMPLE,STREET,false,false,1654,016,41,76,08A,1106741,1929759,2018,07/17/2018 03:53:57 PM,41.963905589,-87.882943469,"(41.963905589, -87.882943469)"
11377321,JB344590,07/10/2018 11:41:00 PM,012XX N HUMBOLDT DR,0460,BATTERY,SIMPLE,PARK PROPERTY,false,true,1423,014,26,24,08B,,,2018,07/17/2018 03:53:57 PM,,,
11377242,JB345875,07/10/2018 08:00:00 PM,061XX S WHIPPLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,15,66,14,1157104,1863750,2018,07/17/2018 03:53:57 PM,41.781894478,-87.699563956,"(41.781894478, -87.699563956)"
11377217,JB344550,07/10/2018 11:00:00 PM,017XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1422,014,26,23,08B,1152546,1911434,2018,07/17/2018 03:53:57 PM,41.91283615,-87.715016201,"(41.91283615, -87.715016201)"
11377203,JB345430,07/10/2018 11:00:00 PM,001XX N FIELD BLVD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,false,false,0114,001,42,32,10,1179203,1901495,2018,07/17/2018 03:53:57 PM,41.884994019,-87.617390346,"(41.884994019, -87.617390346)"
11377174,JB345797,07/10/2018 08:00:00 AM,108XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,2233,022,34,49,06,1173242,1832892,2018,07/17/2018 03:53:57 PM,41.696874402,-87.641307686,"(41.696874402, -87.641307686)"
11377171,JB345681,07/10/2018 09:00:00 PM,048XX S MARSHFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0931,009,20,61,07,1166155,1872697,2018,07/17/2018 03:53:57 PM,41.806258272,-87.666125986,"(41.806258272, -87.666125986)"
11377169,JB345840,07/10/2018 10:30:00 PM,040XX N HOYNE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1911,019,47,5,06,1161634,1926743,2018,07/17/2018 03:53:57 PM,41.954660362,-87.68120125,"(41.954660362, -87.68120125)"
11377138,JB344435,07/10/2018 07:30:00 PM,008XX W 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0621,006,17,71,08B,1172154,1854464,2018,07/17/2018 03:53:57 PM,41.756094931,-87.644659401,"(41.756094931, -87.644659401)"
11377137,JB344091,07/10/2018 03:00:00 PM,042XX W 21ST PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1012,010,24,29,05,,,2018,07/17/2018 03:53:57 PM,,,
11377127,JB345743,07/10/2018 09:30:00 AM,046XX N LAWNDALE AVE,3970,INTIMIDATION,EXTORTION,OTHER,false,true,1723,017,33,14,26,1150887,1930569,2018,07/17/2018 03:53:57 PM,41.965376786,-87.720608548,"(41.965376786, -87.720608548)"
11377098,JB345285,07/10/2018 07:00:00 AM,019XX W MAYPOLE AVE,0620,BURGLARY,UNLAWFUL ENTRY,CHA APARTMENT,false,false,1223,012,27,28,05,1163477,1901043,2018,07/17/2018 03:53:57 PM,41.884099198,-87.675151205,"(41.884099198, -87.675151205)"
11377096,JB345716,07/10/2018 02:00:00 PM,071XX S SEELEY AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0735,007,17,67,06,1163930,1857236,2018,07/17/2018 03:53:57 PM,41.763878394,-87.674720874,"(41.763878394, -87.674720874)"
11377085,JB344266,07/10/2018 05:20:00 PM,038XX W 14TH ST,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,false,false,1011,010,24,29,04B,,,2018,07/17/2018 03:53:57 PM,,,
11377082,JB344501,07/10/2018 10:42:00 PM,043XX W CULLERTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1012,010,24,29,14,1147831,1890068,2018,07/17/2018 03:53:57 PM,41.8542974,-87.732887316,"(41.8542974, -87.732887316)"
11377070,JB345572,07/10/2018 08:00:00 PM,022XX N CLIFTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1811,018,32,7,14,1168269,1915029,2018,07/17/2018 03:53:57 PM,41.922375467,-87.657149706,"(41.922375467, -87.657149706)"
11377063,JB345715,07/10/2018 09:30:00 PM,006XX N SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1121,011,27,23,14,1154592,1904143,2018,07/17/2018 03:53:57 PM,41.892788262,-87.707695004,"(41.892788262, -87.707695004)"
11377058,JB344449,07/10/2018 09:30:00 AM,0000X E RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,0111,001,42,32,11,1177148,1901298,2018,07/17/2018 03:53:57 PM,41.884500238,-87.624942514,"(41.884500238, -87.624942514)"
11377054,JB345460,07/10/2018 04:34:00 PM,073XX N HOYNE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,2424,024,49,1,06,1160973,1948894,2018,07/17/2018 03:53:57 PM,42.015457336,-87.683012895,"(42.015457336, -87.683012895)"
11377051,JB345429,07/10/2018 11:00:00 PM,009XX W OAKDALE AVE,0810,THEFT,OVER $500,STREET,false,false,1933,019,44,6,06,1169529,1919783,2018,07/17/2018 03:53:57 PM,41.935393316,-87.652381385,"(41.935393316, -87.652381385)"
11377040,JB344735,07/10/2018 05:30:00 PM,004XX E Ohio St,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,,false,false,1834,018,42,8,11,1179501,1904294,2018,07/17/2018 03:53:57 PM,41.892667777,-87.616210158,"(41.892667777, -87.616210158)"
11377034,JB344697,07/10/2018 12:10:00 AM,017XX W Chicago Ave,0810,THEFT,OVER $500,STREET,false,false,1215,012,1,24,06,,,2018,07/17/2018 03:53:57 PM,,,
11377033,JB344451,07/10/2018 01:35:00 PM,033XX W Foster Ave,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1712,017,39,13,06,1152984,1934347,2018,07/17/2018 03:53:57 PM,41.975702441,-87.712797693,"(41.975702441, -87.712797693)"
11377022,JB345531,07/10/2018 04:00:00 PM,002XX N LAVERGNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,1532,015,28,25,07,1143001,1901206,2018,07/17/2018 03:53:57 PM,41.884952818,-87.750337933,"(41.884952818, -87.750337933)"
11377012,JB345555,07/10/2018 09:00:00 PM,051XX W OHIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1532,015,28,25,08B,1141833,1903517,2018,07/17/2018 03:53:57 PM,41.891316178,-87.754569832,"(41.891316178, -87.754569832)"
11377003,JB345637,07/10/2018 06:00:00 PM,059XX S ASHLAND AVE,0460,BATTERY,SIMPLE,STREET,false,false,0714,007,15,67,08B,1166686,1865425,2018,07/17/2018 03:53:57 PM,41.786291714,-87.664386014,"(41.786291714, -87.664386014)"
11376992,JB345184,07/10/2018 06:50:00 PM,015XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,1023,010,28,29,08B,1158297,1892717,2018,07/17/2018 03:53:57 PM,41.861359279,-87.694400341,"(41.861359279, -87.694400341)"
11376976,JB345448,07/10/2018 07:30:00 PM,015XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1423,014,26,24,06,1154746,1909951,2018,07/17/2018 03:53:57 PM,41.908722864,-87.706973681,"(41.908722864, -87.706973681)"
11376966,JB344114,07/10/2018 06:40:00 AM,020XX N CALIFORNIA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1431,014,1,22,05,,,2018,07/17/2018 03:53:57 PM,,,
11376960,JB344274,07/10/2018 06:00:00 PM,015XX N DAMEN AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1424,014,1,24,06,,,2018,07/17/2018 03:53:57 PM,,,
11376954,JB345639,07/10/2018 07:45:00 AM,021XX N OAKLEY AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1432,014,32,22,06,1160560,1914477,2018,07/17/2018 03:53:57 PM,41.921024052,-87.685490206,"(41.921024052, -87.685490206)"
11376943,JB345291,07/10/2018 02:30:00 PM,062XX N WASHTENAW AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2413,024,50,2,05,1157200,1941299,2018,07/17/2018 03:53:57 PM,41.994694198,-87.697103949,"(41.994694198, -87.697103949)"
11376942,JB345328,07/10/2018 08:30:00 PM,062XX N WESTERN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT/GARAGE(NON.RESID.),false,false,2413,024,50,2,26,1159191,1941267,2018,07/17/2018 03:53:57 PM,41.994565564,-87.689781006,"(41.994565564, -87.689781006)"
11376931,JB345618,07/10/2018 08:00:00 PM,027XX W 70TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0831,008,18,66,14,1159110,1858107,2018,07/17/2018 03:53:57 PM,41.766368462,-87.692363591,"(41.766368462, -87.692363591)"
11376929,JB345549,07/10/2018 07:00:00 PM,081XX S SAGINAW AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0422,004,7,46,07,1195254,1851569,2018,07/17/2018 03:53:57 PM,41.747612214,-87.560099564,"(41.747612214, -87.560099564)"
11376920,JB345567,07/10/2018 07:30:00 AM,056XX S STONY ISLAND AVE,0810,THEFT,OVER $500,STREET,false,false,0235,002,5,41,06,1187863,1868017,2018,07/17/2018 03:53:57 PM,41.792925994,-87.586658725,"(41.792925994, -87.586658725)"
11376917,JB345149,07/10/2018 11:00:00 PM,005XX S LOCKWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1522,015,29,25,08B,1141095,1897068,2018,07/17/2018 03:53:57 PM,41.873632939,-87.757439126,"(41.873632939, -87.757439126)"
11376916,JB345491,07/10/2018 08:00:00 PM,062XX W BERENICE AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1633,016,38,17,08B,1134011,1924941,2018,07/17/2018 03:53:57 PM,41.95024738,-87.782791674,"(41.95024738, -87.782791674)"
11376915,JB345562,07/10/2018 04:00:00 PM,025XX N LARAMIE AVE,0810,THEFT,OVER $500,GROCERY FOOD STORE,false,false,2515,025,31,19,06,1141297,1916222,2018,07/17/2018 03:53:57 PM,41.926190033,-87.756224399,"(41.926190033, -87.756224399)"
11376878,JB345200,07/10/2018 06:00:00 PM,049XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1712,017,39,14,06,1152158,1932614,2018,07/17/2018 03:53:57 PM,41.970963361,-87.71588115,"(41.970963361, -87.71588115)"
11376875,JB345458,07/10/2018 05:00:00 PM,044XX W WILSON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1722,017,45,16,07,1145857,1930203,2018,07/17/2018 03:53:57 PM,41.96446967,-87.739112231,"(41.96446967, -87.739112231)"
11376859,JB345526,07/10/2018 02:15:00 PM,034XX W 116TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2211,022,19,74,14,1155578,1827464,2018,07/17/2018 03:53:57 PM,41.68235019,-87.70612814,"(41.68235019, -87.70612814)"
11376848,JB345480,07/10/2018 05:30:00 PM,063XX N RIDGE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2413,024,50,2,06,1162807,1942230,2018,07/17/2018 03:53:57 PM,41.997132724,-87.676452554,"(41.997132724, -87.676452554)"
11376844,JB345456,07/10/2018 07:00:00 PM,026XX N BOSWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1932,019,32,7,14,1165546,1917527,2018,07/17/2018 03:53:57 PM,41.929288608,-87.667083482,"(41.929288608, -87.667083482)"
11376821,JB345357,07/10/2018 06:30:00 PM,066XX N FRANCISCO AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,2412,024,50,2,06,1155798,1943825,2018,07/17/2018 03:53:57 PM,42.001654117,-87.70219268,"(42.001654117, -87.70219268)"
11376814,JB345384,07/10/2018 12:01:00 AM,0000X S PEORIA ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1232,012,2,28,06,1170421,1900031,2018,07/17/2018 03:53:57 PM,41.881173225,-87.649681813,"(41.881173225, -87.649681813)"
11376812,JB345339,07/10/2018 11:30:00 AM,006XX N ST CLAIR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING/GROUNDS,false,false,1834,018,42,8,11,1177716,1904963,2018,07/17/2018 03:53:57 PM,41.894544296,-87.622745318,"(41.894544296, -87.622745318)"
11376799,JB345284,07/10/2018 04:30:00 PM,063XX S TROY ST,0810,THEFT,OVER $500,STREET,false,false,0823,008,15,66,06,1156478,1862392,2018,07/17/2018 03:53:57 PM,41.778180565,-87.701895611,"(41.778180565, -87.701895611)"
11376798,JB345286,07/10/2018 03:00:00 PM,120XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,false,false,0523,005,9,53,07,1177107,1825048,2018,07/17/2018 03:53:57 PM,41.675263201,-87.627391715,"(41.675263201, -87.627391715)"
11376783,JB345209,07/10/2018 07:50:00 PM,002XX W 119TH ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0522,005,34,53,06,1176642,1826025,2018,07/17/2018 03:53:57 PM,41.677954683,-87.629064468,"(41.677954683, -87.629064468)"
11376781,JB344108,07/10/2018 11:00:00 AM,051XX S GREENWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0233,002,4,41,05,1184255,1871175,2018,07/17/2018 03:53:57 PM,41.801677029,-87.599789846,"(41.801677029, -87.599789846)"
11376776,JB345225,07/10/2018 03:49:00 PM,008XX W ALDINE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CHA APARTMENT,false,false,1924,019,44,6,11,1169752,1922111,2018,07/17/2018 03:53:57 PM,41.941776585,-87.651493806,"(41.941776585, -87.651493806)"
11376745,JB345166,07/10/2018 07:00:00 PM,035XX W DOUGLAS BLVD,1537,OFFENSE INVOLVING CHILDREN,POS: PORNOGRAPHIC PRINT,RESIDENCE,true,false,1021,010,24,29,16,1153039,1893064,2018,07/17/2018 03:53:57 PM,41.862417243,-87.713692354,"(41.862417243, -87.713692354)"
11376740,JB345255,07/10/2018 10:45:00 PM,046XX W NORTH AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,2533,025,37,25,06,1145011,1910225,2018,07/17/2018 03:53:57 PM,41.909664252,-87.742728815,"(41.909664252, -87.742728815)"
11376735,JB345221,07/10/2018 04:30:00 AM,103XX S FAIRFIELD AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,2211,022,19,72,06,1159972,1835901,2018,07/17/2018 03:53:57 PM,41.705413945,-87.689812614,"(41.705413945, -87.689812614)"
11376731,JB345232,07/10/2018 07:30:00 PM,083XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0632,006,8,44,14,1184007,1849856,2018,07/17/2018 03:53:57 PM,41.743181518,-87.60136477,"(41.743181518, -87.60136477)"
11376726,JB345204,07/10/2018 05:45:00 PM,002XX S CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,0121,001,2,28,11,1173178,1899203,2018,07/17/2018 03:53:57 PM,41.878840427,-87.639582928,"(41.878840427, -87.639582928)"
11376721,JB345034,07/10/2018 12:30:00 AM,087XX S COTTAGE GROVE AVE,0330,ROBBERY,AGGRAVATED,PARKING LOT/GARAGE(NON.RESID.),false,false,0632,006,6,44,03,1183086,1847385,2018,07/17/2018 03:53:57 PM,41.736422269,-87.604815966,"(41.736422269, -87.604815966)"
11376713,JB345240,07/10/2018 06:00:00 PM,007XX E 50TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0223,002,4,38,06,1182025,1872022,2018,07/17/2018 03:53:57 PM,41.804053199,-87.6079418,"(41.804053199, -87.6079418)"
11376709,JB345178,07/10/2018 10:00:00 AM,0000X W WACKER DR,0560,ASSAULT,SIMPLE,HOTEL/MOTEL,false,false,0111,001,42,32,08A,1176210,1902134,2018,07/17/2018 03:53:57 PM,41.886815464,-87.628361716,"(41.886815464, -87.628361716)"
11376705,JB345181,07/10/2018 08:00:00 AM,066XX S CALIFORNIA AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,false,false,0831,008,15,66,11,1158857,1860407,2018,07/17/2018 03:53:57 PM,41.772685171,-87.693228195,"(41.772685171, -87.693228195)"
11376703,JB344359,07/10/2018 09:30:00 AM,021XX W WALNUT ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1223,012,27,28,06,1162127,1901655,2018,07/17/2018 03:53:57 PM,41.885806883,-87.680091442,"(41.885806883, -87.680091442)"
11376693,JB344793,07/10/2018 11:00:00 PM,041XX W WEST END AVE,0810,THEFT,OVER $500,STREET,false,false,1114,011,28,26,06,1148799,1900652,2018,07/17/2018 03:53:57 PM,41.883322519,-87.72906087,"(41.883322519, -87.72906087)"
11376692,JB344888,07/10/2018 07:00:00 PM,001XX E 111TH ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA BUS STOP,false,false,0513,005,9,49,17,1178884,1831382,2018,07/17/2018 03:53:57 PM,41.692604495,-87.620695823,"(41.692604495, -87.620695823)"
11376686,JB345165,07/10/2018 10:00:00 PM,044XX N HERMITAGE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1912,019,47,3,06,1163994,1929620,2018,07/17/2018 03:53:57 PM,41.962505373,-87.672443965,"(41.962505373, -87.672443965)"
11376678,JB345155,07/10/2018 05:30:00 PM,047XX S KEDZIE AVE,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,false,false,0821,008,14,58,06,1155835,1873178,2018,07/17/2018 03:53:57 PM,41.80779181,-87.703963414,"(41.80779181, -87.703963414)"
11376664,JB345123,07/10/2018 05:00:00 PM,041XX N KENMORE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1915,019,46,3,06,1168420,1927844,2018,07/17/2018 03:53:57 PM,41.957537138,-87.656222966,"(41.957537138, -87.656222966)"
11376662,JB345118,07/10/2018 03:30:00 AM,052XX N LARAMIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1623,016,45,11,26,1140746,1934429,2018,07/17/2018 03:53:57 PM,41.976161895,-87.757799819,"(41.976161895, -87.757799819)"
11376660,JB343814,07/10/2018 02:35:00 PM,001XX W 117TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0522,005,34,53,08A,1177232,1827363,2018,07/17/2018 03:53:57 PM,41.681613105,-87.626864718,"(41.681613105, -87.626864718)"
11376657,JB343738,07/10/2018 01:15:00 PM,102XX S INDIANA AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,0511,005,9,49,04B,1179389,1837163,2018,07/17/2018 03:53:57 PM,41.708456877,-87.618671313,"(41.708456877, -87.618671313)"
11376649,JB345104,07/10/2018 06:30:00 PM,118XX S HALSTED ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0524,005,34,53,06,1173115,1826528,2018,07/17/2018 03:53:57 PM,41.679413382,-87.641959693,"(41.679413382, -87.641959693)"
11376647,JB345091,07/10/2018 11:30:00 PM,007XX E 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,0624,006,6,69,14,1182689,1852791,2018,07/17/2018 03:53:57 PM,41.751266138,-87.606103045,"(41.751266138, -87.606103045)"
11376643,JB345103,07/10/2018 09:40:00 PM,065XX S KEATING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0833,008,13,64,14,1145840,1860765,2018,07/17/2018 03:53:57 PM,41.773923536,-87.740936612,"(41.773923536, -87.740936612)"
11376627,JB345049,07/10/2018 02:30:00 PM,044XX W MONROE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1113,011,28,26,07,1146761,1899293,2018,07/17/2018 03:53:57 PM,41.8796324,-87.736579313,"(41.8796324, -87.736579313)"
11376626,JB344900,07/10/2018 10:30:00 AM,038XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,1112,011,27,23,08A,1150763,1905070,2018,07/17/2018 03:53:57 PM,41.895407798,-87.721733245,"(41.895407798, -87.721733245)"
11376601,JB344958,07/10/2018 09:00:00 PM,032XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,false,false,1922,019,32,6,14,1165006,1921463,2018,07/17/2018 03:53:57 PM,41.940100704,-87.668955729,"(41.940100704, -87.668955729)"
11376599,JB343142,07/10/2018 04:35:00 AM,005XX W 66TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0722,007,6,68,08A,,,2018,07/17/2018 03:53:57 PM,,,
